"Plot","Repeat","A_maxPAR"
"2088","2",11.1450881318965
"2096","3",5.00374702481145
"1019","2",25.3540791526133
"1181","3",23.8564171795649
"1154","1",3.17345720695422
"2126","3",34.7879731072843
"2206","2",6.51466654686856
"1171","2",31.8492257873659
"2285","3",29.3671738465713
"2306","2",21.1900575584203
"2051","2",27.8994644626095
"2237","2",17.66648601908
"2199","1",33.4236215454486
"2247","3",26.6106848885459
"2127","2",29.3736673669918
"2259","1",18.2204857770267
"2212","1",26.5111501669302
"2215","1",17.3530492161889
"2090","3",19.7061109029311
"2051","3",9.43717843176123
"2237","3",15.5
"2122","2",28.2
"2309","3",8.36
"2150","3",29.1
"2075","3",20
"2191","3",9.02165848043761
"2122","3",18.0750036288148
"2218","1",30.609870455612
"2302","2",23.3972504511861
"2199","2",20.2202597144137
"2150","2",20.8818840011533
"2183","3",16.3915610770836
"2259","2",22.8189440088089
"2047","2",26.1801274651734
"2174","1",21.0820007828382
"2183","1",28.4408515791657
"2091","3",23.3947891016318
"2091","2",24.6498276360371
"2299","3",28.5985175709358
"2242","1",28.1155359689389
"2223","2",20.1813914442179
"2302","3",25.4665518086316
"2237","1",17.9797306490705
"2175","1",27.5489567969507
"2223","3",19.4570364050264
"2082","3",27.0926522516749
"2260","2",21.3196690570981
"2269","3",17.7424363401702
"2075","1",14.1094824590632
"2127","1",41.3008449933203
"2285","1",31.7401762629398
"2245","1",31.7730211711276
"2191","2",34.6169498806962
"2309","1",8.75198858795155
"2150","1",21.6661991938855
"2175","2",31.911260408535
"2306","3",5.93497776196223
"2259","3",19.9574213596811
"2300","1",11.7538114661599
"2269","2",22.4282205729801
"2194","3",26.5998163018631
"1225","2",36.6508614333832
"2114","3",25.7369947004055
"2193","1",25.891371264722
"2066","1",35.7370154668982
"2066","2",40.2477627624113
"1050","2",28.1826308299685
"1042","1",41.5544114182273
"1258","2",43.1736404655241
"2048","1",30.3996520584702
"1130","2",36.9165622451341
"1130","1",39.6675744633921
"1018","3",17.0910508855373
"2272","1",39.3739815311154
"2193","3",15.2569909275751
"2161","3",30.2129818959926
"2160","1",36.4274237059729
"2106","2",31.8372551228913
"2169","1",21.2210338586204
"2089","2",23.2141036838295
"1161","1",29.7946033346918
"2066","3",37.1595041205225
"1258","1",32.7346032871806
"2305","1",3.78136560359003
"1250","3",20.3632119033919
"2114","1",23.8240451344377
"2106","1",0.547966889627396
"2304","2",8.51042370093813
"2256","1",9.59059355321043
"2248","3",22.0523114567953
"1290","2",-1.03585599796359
"1153","3",33.8579994779483
"1225","1",33.6954928835813
"1314","3",5.58370613384625
"2271","2",31.5244327049503
"2151","1",24.0810201963878
"2271","1",30.9113124616994
"2305","2",21.0449527576112
"2073","3",13.7514298368553
"2304","1",18.723555986244
"1290","3",13.1666599039068
"2161","1",32.9294867867178
"1153","2",28.1136124353071
"1050","1",25.9721630577661
"2193","2",21.2465367122739
"2281","3",30.8734647608432
"1161","2",25.2666459570754
"2151","3",23.7573585109599
"2160","3",29.6124361804313
"1258","3",16.6186584228747
"2064","2",23.7214760913568
"1018","1",6.14845640013007
"2256","3",7.63669213489508
"2272","2",7.86874434152886
"1290","1",18.495539841448
"2169","3",24.401185477601
"1153","1",31.3941827016057
"1042","2",32.5083803207381
"2042","2",15.9186598358814
"1314","2",10.9101147114846
"2169","2",19.4949190307984
"1050","3",24.9763981669736
"2089","1",24.8194515138357
"1161","3",33.0407732112031
"1018","2",18.5114638239505
"1242","1",19.5790118843198
"1130","3",23.0486682187999
"2114","2",31.8342103483011
"1002","3",27.1458954039536
"2304","3",8.9377653550963
"2248","1",24.3276324129082
"1123","2",35.1859394159669
"1043","1",38.0550115678089
"2268","2",32.3900514234046
"1284","1",18.904173535069
"1308","3",21.1858381785484
"1091","2",16.573002714786
"2268","3",31.3771726625481
"2258","1",33.1826015704896
"1093","1",36.6117715774648
"1107","1",20.2880087406529
"2182","2",0.921059648048413
"1093","2",27.2733700829843
"2258","3",8.51014181223845
"2120","1",30.8231302615735
"2141","1",28.8345297286372
"1052","2",20.359864722861
"2108","2",37.1399189055114
"2076","1",23.6923784179552
"1204","1",23.1476689514798
"1076","1",18.6288106570133
"2204","3",38.5064956606181
"2244","3",34.7751147642814
"1123","1",34.0691121003839
"2314","2",23.4195122331312
"1107","3",30.3607506566992
"1091","1",30.8704846750956
"2181","1",5.72842457289699
"2141","2",18.574073988286
"1219","3",28.5139912281177
"1219","1",25.2935434733154
"1204","3",25.3935179552969
"1308","1",16.8971577852738
"1260","3",20.5168435323496
"1076","2",22.5376616327278
"2244","1",27.6882516837816
"2108","3",5.8181497080916
"2314","1",20.4841739108476
"2196","1",13.897533578517
"2146","3",19.7201413726464
"1123","3",42.3806877689935
"1043","3",38.6495647175451
"2181","3",2.5519697814354
"2221","2",28.9522541520865
"2170","3",16.9116931587062
"1045","3",6.95224770334523
"1180","1",36.1421158804631
"1204","2",23.7762925786658
"1020","2",29.7264432132108
"2148","1",17.7667025838315
"2108","1",21.900700462749
"1260","1",21.0915719683158
"2234","1",10.4554527271253
"2196","3",17.8645860177738
"2268","1",29.2927232445894
"2307","1",7.37196083292212
"1107","2",28.1742697913926
"1109","3",26.157040144883
"1219","2",20.6680810699567
"1091","3",32.2252571547806
"2258","2",17.5701499650532
"1308","2",19.609392376859
"2076","3",33.9525128394834
"1020","3",31.9424811393101
"1284","2",28.0023606966854
"2234","3",11.7755726097232
"1020","1",27.4572073128536
"2204","1",32.7956854679255
"2204","2",28.5962018239962
"1043","2",26.0311671820345
"2146","1",28.088324644451
"1045","1",6.4614662363701
"2307","2",3.77759457704091
"2221","3",28.9237645195288
