PlotID,Repeat,C,N,CN,d13C,d15N
2247,Pooled,45.38,2.75,16.52201109,-15.90,1.55
2248,Pooled,42.82,3.22,13.31438133,-15.90,2.52
2249,1,42.63,2.62,16.27769279,-16.18,3.01
2249,2,42.48,2.77,15.33559116,-16.46,3.02
2249,3,43.30,3.16,13.71322055,-16.14,5.02
2250,Pooled,45.34,2.67,16.97767629,-15.95,2.94
2251,Pooled,45.69,2.28,20.06651905,-15.01,2.08
2252,Pooled,39.76,3.11,12.78053365,-15.28,3.57
2253,1,46.18,3.01,15.36630471,-15.50,2.87
2253,2,47.22,2.74,17.23481015,-15.54,2.69
2253,3,47.31,2.95,16.05263856,-15.62,3.18
2254,1,40.41,3.19,12.65525004,-15.78,3.12
2254,2,42.65,2.69,15.86515871,-15.75,3.79
2254,3,42.93,2.69,15.97760635,-15.75,3.83
2255,Pooled,44.24,3.18,13.91237444,-15.82,2.33
2256,Pooled,44.64,2.13,20.99992304,-15.44,3.12
2257,Pooled,43.49,3.87,11.24698563,-15.69,4.25
2258,1,43.79,2.50,17.49071403,-16.14,3.80
2258,2,44.38,3.21,13.80816776,-15.77,4.12
2258,3,43.97,3.01,14.62169267,-15.83,2.91
2259,Pooled,45.82,2.82,16.27318239,-15.64,2.75
2260,Pooled,44.61,3.91,11.41123222,-16.00,2.84
2261,Pooled,47.62,4.09,11.63071156,-15.84,4.76
2262,Pooled,46.40,4.19,11.07498916,-16.05,4.16
2263,1,43.69,3.78,11.54496857,-16.79,4.88
2263,2,43.61,3.60,12.11711785,-16.84,4.54
2263,3,43.00,3.64,11.79761446,-16.89,3.31
2264,1,41.38,3.06,13.52063998,-16.10,2.33
2264,2,43.43,3.29,13.18268114,-15.96,3.38
2264,3,44.27,3.27,13.54717092,-16.18,3.59
2265,Pooled,43.92,3.04,14.43928791,-15.60,3.56
2266,Pooled,44.24,3.36,13.16476114,-15.60,3.28
2267,Pooled,46.48,2.63,17.67389484,-15.48,2.23
2268,Pooled,39.27,2.66,14.74888721,-15.97,0.70
2269,Pooled,45.73,3.05,14.98943069,-15.57,2.29
2270,Pooled,46.59,3.85,12.09000453,-15.61,4.62
2271,1,44.00,3.85,11.42604673,-16.36,2.03
2271,2,39.88,3.05,13.05959063,-16.00,2.52
2271,3,44.24,3.77,11.73500687,-16.41,1.90
2272,1,40.01,3.26,12.26882879,-16.92,2.23
2272,2,41.62,3.27,12.71074104,-17.15,2.94
2272,3,42.78,3.98,10.74176068,-17.15,3.00
2273,Pooled,35.37,2.52,14.05865036,-15.80,3.40
2274,Pooled,45.97,3.56,12.92428329,-15.68,4.47
2275,1,41.48,2.87,14.44090186,-16.94,4.24
2275,2,42.33,2.04,20.76378156,-16.57,5.16
2275,3,41.55,2.58,16.13327755,-16.89,5.45
2276,Pooled,46.32,3.90,11.8653113,-15.68,2.65
2277,Pooled,44.62,3.78,11.79572633,-16.04,3.92
2278,Pooled,43.88,3.38,12.96615958,-15.53,3.85
2279,1,43.82,3.08,14.21044444,-15.82,0.75
2279,2,42.73,3.17,13.48120173,-15.75,1.72
2279,3,44.27,3.22,13.7449556,-15.62,1.64
2280,1,43.19,3.19,13.53216313,-16.65,3.14
2280,2,43.48,3.36,12.95060768,-16.46,4.42
2280,3,43.09,3.31,13.02612991,-16.77,3.95
2281,Pooled,45.49,3.16,14.40428932,-15.29,3.84
2282,Pooled,44.53,3.02,14.72387839,-15.39,4.41
2283,Pooled,45.47,3.02,15.043064,-16.08,3.69
2284,1,43.25,3.32,13.04199216,-15.96,1.98
2284,2,44.66,3.40,13.14978702,-15.74,2.60
2284,3,43.40,2.78,15.58666828,-15.79,2.97
2285,1,43.85,2.81,15.5944147,-15.22,2.82
2285,2,45.42,2.53,17.92033618,-15.50,1.92
2285,3,44.22,2.89,15.31486778,-15.39,3.65
2286,Pooled,44.82,3.71,12.07095209,-15.76,2.27
2287,1,44.09,3.56,12.39882401,-16.06,1.63
2287,2,43.48,3.54,12.27677584,-16.04,3.02
2287,3,42.76,3.18,13.44886455,-16.07,0.92
2288,Pooled,44.12,2.87,15.37418578,-14.94,1.64
2289,1,45.10,2.89,15.61343472,-15.50,5.09
2289,2,45.17,3.32,13.60483192,-15.77,4.29
2289,3,46.03,3.25,14.16848276,-15.92,5.01
2290,Pooled,47.36,3.90,12.14389379,-15.94,3.44
2291,Pooled,43.03,3.96,10.86762331,-16.07,4.36
2292,1,46.62,2.56,18.19183812,-15.84,2.21
2292,2,47.93,2.42,19.81706331,-15.93,1.63
2292,3,45.15,2.04,22.17503298,-15.90,3.09
2293,Pooled,44.73,2.92,15.29857052,-15.50,1.32
2294,Pooled,45.49,2.40,18.93664046,-15.50,1.63
2295,Pooled,47.29,3.16,14.98185883,-15.39,0.98
2296,1,42.67,3.36,12.70848092,-16.47,3.94
2296,2,44.69,3.70,12.08061886,-16.49,4.08
2296,3,43.41,3.57,12.16487411,-16.60,3.91
2297,1,43.35,2.49,17.3833991,-15.90,2.57
2297,2,44.30,3.19,13.87036088,-15.76,1.90
2297,3,42.98,2.92,14.72750733,-15.84,4.04
2298,1,42.54,2.83,15.02890893,-16.20,3.22
2298,2,38.92,2.57,15.13975092,-16.16,2.21
2298,3,19.46,1.14,17.02284227,-16.29,1.50
2299,Pooled,44.14,2.53,17.44816161,-15.60,3.77
2300,Pooled,45.51,3.16,14.40440903,-15.90,0.95
2301,Pooled,44.41,3.46,12.84553439,-15.52,4.70
2302,Pooled,42.58,3.77,11.30429095,-15.52,2.85
2303,Pooled,44.20,2.87,15.39263344,-15.61,1.62
2304,1,44.94,2.73,16.45820873,-15.73,3.24
2304,2,45.13,3.22,14.01154603,-15.88,2.97
2304,3,44.94,2.55,17.6259886,-15.99,2.29
2305,Pooled,44.97,3.37,13.32368903,-15.80,4.81
2305,Pooled,44.52,3.65,12.18382195,-16.07,5.11
2306,Pooled,45.61,2.98,15.28627536,-15.60,3.28
2307,Pooled,45.16,3.22,14.0386335,-16.06,3.59
2308,Pooled,46.09,2.95,15.62775257,-15.74,2.54
2310,Pooled,46.77,3.59,13.03641105,-15.71,3.28
2311,1,41.73,2.64,15.80245944,-15.56,2.26
2311,2,41.61,2.81,14.82065291,-15.59,2.49
2311,3,47.68,2.70,17.65952432,-16.03,1.62
2312,1,45.25,2.44,18.53028023,-15.73,2.99
2312,2,44.83,2.32,19.33584713,-15.69,4.32
2312,3,46.61,2.54,18.35610788,-16.16,2.89
2313,1,43.09,2.56,16.83299443,-15.45,2.50
2313,2,42.90,2.01,21.37236928,-15.57,4.32
2313,3,42.31,2.58,16.3901541,-16.02,3.83
2314,Pooled,43.15,3.35,12.87364377,-16.01,3.18
2315,1,43.35,2.72,15.91489462,-16.07,2.81
2315,2,42.70,3.41,12.51936351,-16.39,3.07
2315,3,43.52,3.17,13.71866121,-16.15,3.08
2316,Pooled,40.28,2.77,14.55908061,-15.92,3.53
2317,Pooled,45.91,3.54,12.95560752,-15.61,1.57
2318,Pooled,42.66,2.97,14.364072,-15.61,1.59
2319,Pooled,46.65,2.50,18.69649974,-15.36,1.61
2320,Pooled,45.24,2.60,17.37893343,-15.18,0.25
2390,Pooled,42.86,3.26,13.15631828,-15.69,1.99
