Plot,Repeat,Vpmax,Vmax,SL,a400,gsw,Vpmax.Vmax,iWUE
2160,3,103.4804941,40.53621406,0.175381887,32.5751835,0.203446403,0.391728068,160.116783
2161,1,104.8709208,38.9863548,0.068862962,35.75834527,0.245774569,0.371755626,145.4924545
2161,3,69.04434095,36.2125739,0.134601817,30.23525354,0.211422413,0.524482867,143.0087428
2163,2,56.41270238,25.92240841,0.132648646,22.20987708,0.132767864,0.459513679,167.2835307
2167,2,91.02347546,24.55660286,0.104385355,21.73878465,0.122436766,0.269783182,177.5511181
2171,1,42.64265508,17.68809021,0.060370815,16.16621238,0.111646948,0.414798051,144.7976206
2171,2,54.44954154,18.0052458,0.084424108,16.03876125,0.094249389,0.330677638,170.1736357
2171,3,42.97998326,15.1769448,0.063365494,13.82357648,0.092480748,0.353116582,149.4751799
2179,1,59.25756757,41.122399,0.094977164,34.63126786,0.369565193,0.693960294,93.70814268
2179,2,83.70531224,50.39312437,0.093932267,43.38787864,0.429135,0.602030182,101.1054297
2179,3,66.22848606,33.46490043,0.051883567,30.4773343,0.292589816,0.505294661,104.1640299
2183,1,76.91094135,39.47031102,0.155850303,32.20358553,0.221337861,0.513195006,145.4951512
2183,2,83.84304552,44.47795193,0.168805743,35.67757231,0.258779379,0.530490653,137.8686834
2183,3,40.10572637,28.98171064,0.147392276,21.96128813,0.166097242,0.722632733,132.2194629
2186,1,40.0962407,15.39891274,0.219901265,11.55898276,0.059800923,0.38404879,193.2910441
2186,2,25.95644901,21.07648885,0.21338918,14.32318869,0.105140983,0.811994308,136.2284075
2186,3,27.80513587,16.47420006,0.230306906,11.64619256,0.067122854,0.592487666,173.5056226
2187,1,90.87067397,48.51429519,0.229612717,35.56410302,0.237036285,0.533882859,150.0365358
2187,3,59.61310757,38.05474476,0.144606446,30.45524361,0.252813654,0.638362037,120.4651851
2191,1,127.0034952,40.59684531,0.087949904,36.59859781,0.231464611,0.319651402,158.1174662
2191,2,87.2349272,45.7328143,0.222810896,34.28312286,0.225180225,0.524248896,152.2474846
2191,3,52.23132292,20.03001565,0.556615639,8.252706076,0.040799852,0.383486661,202.2729396
2198,1,92.17996305,42.03910734,0.200220622,32.54776588,0.203888113,0.456054721,159.6354262
2198,2,61.42235962,31.31624151,0.30611516,20.42366207,0.113902275,0.509850838,179.308641
2198,3,58.88502844,30.2113554,0.279327366,20.63250579,0.120611606,0.51305665,171.0656746
2202,2,27.9433733,15.07347948,0.213841534,10.89457282,0.061200941,0.539429485,178.0131584
2205,1,73.75289321,39.7992613,0.218390938,29.49109541,0.19323108,0.539629831,152.6208693
2205,2,64.46550123,37.90273722,0.139981984,31.38580775,0.241431554,0.587953813,129.9987813
2205,3,54.65018695,45.44480519,0.417630792,23.05870871,0.150179312,0.831558092,153.5411796
2210,1,58.87394761,35.36143641,0.294007573,23.6075937,0.147532055,0.600629614,160.0167071
2210,2,80.67562932,32.37677203,0.12205516,27.43264054,0.17427112,0.401320353,157.4135781
2210,3,69.57591563,35.95467373,0.081647239,31.76090972,0.243850079,0.516768962,130.2476908
2218,1,106.0862483,42.82294194,0.102632779,37.54613743,0.262266953,0.403661574,143.1600017
2218,2,56.21437024,31.75031086,0.117920092,26.34846769,0.213046445,0.56480773,123.6747586
2218,3,83.76462947,43.74477532,0.181079953,32.62146797,0.216731764,0.522234451,150.5153995
2227,1,46.49141104,25.29102782,0.296080326,16.44228054,0.091983477,0.543993552,178.7525448
2230,3,43.00200531,25.17797314,0.172700326,18.87023171,0.119596098,0.585506954,157.783005
2234,2,25.06043861,18.40351634,0.109814179,14.35146871,0.112995067,0.734365293,127.009692
2234,3,30.90426369,29.40149212,0.364327138,15.45672528,0.110104371,0.951373326,140.3824857
2241,1,71.0421831,37.45597223,0.163244228,30.26029301,0.201455633,0.527235659,150.2082246
2241,2,66.16183506,26.89461387,0.105157738,23.43177445,0.136220379,0.406497399,172.0137221
2245,1,80.11603889,31.46375843,0.096636748,27.93594829,0.166363174,0.392727335,167.9214669
2245,2,83.8625294,35.63453146,0.11845873,30.80537914,0.201329982,0.424916011,153.0093974
2249,2,83.32365578,38.80881358,0.136210702,33.34182559,0.214861383,0.465759852,155.1783068
2249,3,84.21075344,42.67367274,0.220201842,33.2079418,0.208432072,0.506748497,159.3226104
2250,2,69.15291567,41.50468477,0.163569869,32.66808174,0.262349298,0.600187055,124.5213231
2258,1,93.32335723,41.06868818,0.081849334,36.49785137,0.273734796,0.440068697,133.3328898
2258,2,82.43136862,32.56711224,0.203861839,24.27600582,0.133580168,0.395081542,181.7336069
2258,3,86.43831023,35.24585548,0.341225628,21.58128597,0.113615346,0.40775734,189.9504494
2259,1,76.53212874,40.27637768,0.190393612,31.57086812,0.207456542,0.526267573,152.180634
2259,3,93.19458219,44.52898016,0.151021025,36.41244664,0.265596567,0.477806532,137.0968271
2261,1,92.40254862,34.59999089,0.121354686,30.0630316,0.181349705,0.374448448,165.7738102
2261,2,68.88054086,30.04294888,0.106378869,25.11915293,0.163826149,0.436160177,153.3281049
2263,1,89.21837297,34.50049055,0.126133423,29.20056246,0.176196994,0.38669715,165.7267916
2267,1,74.86625768,40.12274882,0.099151847,34.65727819,0.289425684,0.535925663,119.7449986
2267,2,74.28493011,40.00659684,0.19567813,30.7259577,0.207646848,0.538556027,147.9721847
2271,1,104.1339582,40.05385789,0.108821594,34.84972846,0.241101825,0.384637812,144.543611
2271,2,83.79442938,39.47356349,0.128212271,33.13600214,0.248443781,0.471076225,133.3742466
2271,3,122.5177305,41.83390229,0.300004994,28.52808344,0.158768245,0.341451822,179.6838117
2274,1,99.88751741,37.86944088,0.244837484,27.56048969,0.161794464,0.379120854,170.3426003
2274,2,62.25362727,31.79079238,0.326162483,20.17600544,0.127908313,0.510665704,157.7380313
2275,3,64.97228266,33.84880461,0.13469496,27.46486656,0.170703512,0.520972994,160.8922172
2279,3,94.42915982,42.42407746,0.106128343,36.81278264,0.281882049,0.449268823,130.5964066
2282,1,53.05292283,32.82536625,0.155836812,26.09331632,0.192990972,0.618728705,135.204855
2282,2,57.65109105,20.49183649,0.142492988,17.04392636,0.098317821,0.355445771,173.3554124
2282,3,27.52452376,29.49558412,0.38838491,14.31660128,0.100307293,1.071611061,142.727422
2295,2,39.04886118,21.67702657,0.275485968,14.73465928,0.088046182,0.555125704,167.3514849
2295,3,50.14391787,27.0992243,0.057408967,24.40953149,0.21152357,0.540428938,115.3986362
2296,1,63.91857791,33.40274318,0.229037093,24.41575103,0.146551322,0.522582702,166.602053
2296,2,92.79516723,38.40832491,0.177817025,30.96543099,0.186957969,0.413904367,165.627767
2296,3,99.86148085,36.46827661,0.258857048,26.41908542,0.145052819,0.365188622,182.1342436
2305,3,53.93664569,33.4248908,0.32607745,22.24494279,0.135477186,0.619706516,164.1969651
2306,2,61.73573198,30.9113118,0.23621643,22.84376632,0.13573131,0.500703738,168.3013768
2306,3,52.2572418,36.17340475,0.435657475,18.34759025,0.104278248,0.692218026,175.9483942
2308,1,100.6200268,35.23407527,0.239719592,26.21495911,0.140914176,0.350169607,186.0349317
2308,2,63.63856129,25.68125333,0.077830444,22.84745551,0.145407048,0.403548616,157.127566
2308,3,32.55623026,25.06597515,0.285610962,15.96605051,0.116313071,0.769928673,137.267896
2318,1,50.41932818,40.02784607,0.222295343,27.9487655,0.239814961,0.793898838,116.5430439
2318,2,59.42435466,30.20033638,0.148985136,24.59310437,0.156586182,0.508214798,157.0579474
2318,3,42.59862018,29.51483515,0.325700006,18.90825697,0.115788826,0.692858948,163.299496
